exchange(交易所),code(代码),name(ETF简称),index_name(跟踪指数),fund_manager(基金管理人),listed_trading_days(上市交易天数_近300日封顶),suspend_days_60d(近60交易日停牌天数),adv_amount_60d(近60交易日日均成交额_元),avg_abs_premium_discount_60d(近60交易日平均绝对折溢价),pct_days_premium_discount_gt_1pct_60d(近60交易日折溢价超1%占比)
sh,515100,红利100,中证红利低波动100指数,景顺长城基金管理有限公司,300,0,133450087.67,0.000764,0.000000
sh,515110,国企方达,中证国企一带一路指数,易方达基金管理有限公司,300,0,7504885.78,0.001194,0.000000
sh,515120,创新药,中证创新药产业指数,广发基金管理有限公司,300,0,370289579.73,0.000967,0.000000
sh,515130,HS300E,沪深300指数,博时基金管理有限公司,300,0,9454354.07,0.001289,0.016667
sh,515150,国企富国,中证国企一带一路指数,富国基金管理有限公司,300,0,3876294.98,0.001297,0.000000
sh,515160,MSCI招商,MSCI中国A股国际通人民币指数,招商基金管理有限公司,300,0,1376717.38,0.001556,0.000000
sh,515170,食品饮料,中证细分食品饮料产业主题指数,华夏基金管理有限公司,300,0,87358676.67,0.001100,0.000000
sh,515180,100红利,中证红利指数,易方达基金管理有限公司,300,0,306981299.47,0.000675,0.000000
sh,515190,BOCI500,中证小盘500指数,中银国际证券股份有限公司,300,0,5976369.93,0.001399,0.000000
sh,515200,创新100,中证研发创新100指数,申万菱信基金管理有限公司,300,0,3671075.10,0.003369,0.033333
sh,515210,钢铁ETF,中证钢铁指数,国泰基金管理有限公司,300,0,148436282.53,0.001086,0.000000
sh,515220,煤炭ETF,中证煤炭指数,国泰基金管理有限公司,300,0,893291414.40,0.000867,0.000000
sh,515230,软件ETF,中证全指软件指数,国泰基金管理有限公司,300,0,186018331.60,0.000825,0.000000
sh,515250,智能汽车,中证智能汽车主题指数,富国基金管理有限公司,300,0,30673204.87,0.000836,0.000000
sh,515260,电子ETF,中证电子50指数,华宝基金管理有限公司,300,0,43845649.27,na,na
sh,515290,银行,中证银行指数,天弘基金管理有限公司,300,0,38988232.63,0.000785,0.000000
sh,515300,红利300,沪深300红利低波动指数,嘉实基金管理有限公司,300,0,141497617.87,0.000718,0.000000
sh,515310,添富300,沪深300指数,汇添富基金管理股份有限公司,300,0,21835382.23,0.000972,0.000000
sh,515320,电子50,中证电子50指数,华安基金管理有限公司,300,0,12058686.40,0.000970,0.000000
sh,515330,天弘300,沪深300指数,天弘基金管理有限公司,300,0,29104684.03,0.000979,0.000000
sh,515350,民生300,沪深300指数,民生加银基金管理有限公司,300,0,4611275.95,0.001233,0.000000
sh,515360,方正300,沪深300指数,方正富邦基金管理有限公司,300,0,1311066.22,0.003246,0.033333
sh,515370,中证光伏,中证光伏产业指数,华夏基金管理有限公司,126,0,43506133.67,0.001411,0.000000
sh,515380,泰康300,沪深300指数,泰康基金管理有限公司,300,0,23552947.98,0.001140,0.000000
sh,515390,HS300,沪深300指数,华安基金管理有限公司,300,0,71423889.30,0.000953,0.000000
sh,515400,大数据,中证大数据产业指数,富国基金管理有限公司,300,0,118391334.67,0.000996,0.000000
sh,515450,红利50,标普中国A股大盘红利低波50指数,南方基金管理股份有限公司,300,0,175939224.93,0.000820,0.000000
sh,515460,质量红利,中证全指红利质量指数,南方基金管理股份有限公司,50,0,17556190.30,na,na
sh,515530,泰康500,中证小盘500指数,泰康基金管理有限公司,300,0,3849770.28,0.001966,0.000000
sh,515550,国联500,中证小盘500指数,国联基金管理有限公司,300,0,1658485.97,0.004337,0.100000
sh,515560,证券E,中证全指证券公司指数,建信基金管理有限责任公司,300,0,10398319.63,0.000819,0.000000
sh,515580,中证科技,中证科技100指数,华泰柏瑞基金管理有限公司,300,0,16787302.47,0.000854,0.000000
sh,515590,500ETFEW,中证500等权重指数,前海开源基金管理有限公司,300,0,1186723.07,0.001633,0.000000
sh,515600,央企创新,中证央企创新驱动指数,广发基金管理有限公司,300,0,9827150.07,0.000848,0.000000
sh,515630,保险证券,中证800证券保险指数,鹏华基金管理有限公司,300,0,33632110.20,0.000900,0.000000
sh,515640,家电指数,中证全指家用电器指数,华夏基金管理有限公司,22,0,5312269.90,0.002464,0.000000
sh,515650,消费50,中证消费50指数,富国基金管理有限公司,300,0,59853791.50,0.000718,0.000000
sh,515660,沪深300E,沪深300指数,国联安基金管理有限公司,300,0,2380771.70,0.001911,0.016667
sh,515680,创新央企,中证央企创新驱动指数,嘉实基金管理有限公司,300,0,5940747.50,0.001011,0.000000
sh,515700,新能车,中证新能源汽车产业指数,平安基金管理有限公司,300,0,83119483.00,0.000665,0.000000
sh,515710,食品ETF,中证细分食品饮料产业主题指数,华宝基金管理有限公司,300,0,30241205.57,0.000887,0.000000
sh,515720,金科富国,中证金融科技主题指数,富国基金管理有限公司,154,0,12801337.27,0.001052,0.000000
sh,515730,家居家电,中证家居家电指数,永赢基金管理有限公司,121,0,2218161.15,0.001113,0.016667
sh,515750,科技50,中证科技50策略指数,富国基金管理有限公司,300,0,16628690.83,0.000712,0.000000
sh,515760,浙江国资,中证浙江国资创新发展指数,华夏基金管理有限公司,300,0,1510208.02,0.000972,0.000000
sh,515770,MSCIAETF,MSCI中国A股人民币指数,摩根基金管理（中国）有限公司,300,0,2677961.15,0.002535,0.016667
sh,515790,光伏ETF,中证光伏产业指数,华泰柏瑞基金管理有限公司,300,0,582621985.33,0.000946,0.000000
sh,515800,800ETF,中证800指数,汇添富基金管理股份有限公司,300,0,122717944.00,0.000964,0.000000
sh,515810,ZZ800ETF,中证800指数,易方达基金管理有限公司,300,0,15055785.25,0.001439,0.000000
sh,515850,证券龙头,中证全指证券公司指数,富国基金管理有限公司,300,0,26775601.42,0.000831,0.000000
sh,515860,科技100,中证新兴科技100策略指数,嘉实基金管理有限公司,300,0,7402616.40,0.001074,0.000000
sh,515880,通信ETF,中证全指通信设备指数,国泰基金管理有限公司,300,0,2233596266.67,0.001043,0.000000
sh,515890,红利博时,中证红利指数,博时基金管理有限公司,300,0,7257940.62,0.000832,0.000000
sh,515900,央创ETF,中证央企创新驱动指数,博时基金管理有限公司,300,0,11156299.95,0.000881,0.000000
sh,515910,质量ETF,MSCI中国A股国际质量指数,中金基金管理有限公司,300,0,2872285.62,0.001553,0.000000
sh,515920,智能消费,中证智能消费主题指数,博时基金管理有限公司,300,0,6629986.62,0.001476,0.000000
sh,515950,医药龙头,中证医药50指数,富国基金管理有限公司,300,0,12431506.93,0.000791,0.000000
sh,515960,医药100,中证医药健康100策略指数,嘉实基金管理有限公司,300,0,6080901.88,0.000946,0.000000
sh,515970,华夏机械,中证工程机械主题指数,华夏基金管理有限公司,66,0,83838733.70,0.001111,0.000000
sh,515980,人工智能,中证人工智能产业指数,华富基金管理有限公司,300,0,381534831.20,0.000823,0.000000
sh,515990,添富国企,中证国企一带一路指数,汇添富基金管理股份有限公司,300,0,1423476.93,0.001691,0.016667
sh,516000,数据ETF,中证大数据产业指数,华夏基金管理有限公司,300,0,28964041.48,na,na
sh,516010,游戏ETF,中证动漫游戏指数,国泰基金管理有限公司,300,0,94899433.60,0.001041,0.000000
sh,516020,化工ETF,中证细分化工产业主题指数,华宝基金管理有限公司,300,0,294059312.47,0.000887,0.000000
sh,516050,科技龙头,中证科技龙头指数,工银瑞信基金管理有限公司,300,0,10501285.07,0.000943,0.000000
sh,516060,新药ETF,中证创新药产业指数,工银瑞信基金管理有限公司,300,0,8243297.08,0.001159,0.000000
sh,516070,碳中和50,中证内地低碳经济主题指数,易方达基金管理有限公司,300,0,8121540.83,0.001171,0.000000
sh,516080,创新医药,中证创新药产业指数,易方达基金管理有限公司,300,0,52829828.83,0.001336,0.000000
sh,516090,新能源E,中证新能源指数,易方达基金管理有限公司,300,0,70690760.93,0.000771,0.000000
sh,516100,科技金融,中证金融科技主题指数,华夏基金管理有限公司,300,0,30246564.18,0.001009,0.000000
sh,516110,汽车ETF,中证800汽车与零部件指数,国泰基金管理有限公司,300,0,38082526.90,0.000766,0.000000
sh,516120,化工50,中证细分化工产业主题指数,富国基金管理有限公司,300,0,233179428.27,0.000754,0.000000
sh,516130,消费龙头,中证消费龙头指数,华宝基金管理有限公司,300,0,9757603.62,0.000786,0.000000
sh,516150,稀土基金,中证稀土产业指数,嘉实基金管理有限公司,300,0,382695818.67,0.001063,0.000000
sh,516160,新能源,中证新能源指数,南方基金管理股份有限公司,300,0,339664025.33,0.000727,0.000000
sh,516180,光伏产业,中证光伏产业指数,平安基金管理有限公司,300,0,11978663.10,0.001094,0.000000
sh,516190,文娱ETF,中证文娱传媒指数,华夏基金管理有限公司,300,0,17120871.43,0.001046,0.000000
sh,516200,证券行业,中证全指证券公司指数,华安基金管理有限公司,300,0,6846191.90,0.001035,0.000000
sh,516210,银行股,中证银行指数,华安基金管理有限公司,300,0,11329547.80,0.000675,0.000000
sh,516220,化工龙头,中证细分化工产业主题指数,国泰基金管理有限公司,300,0,31323466.47,0.000815,0.000000
sh,516230,光伏招商,中证光伏产业指数,招商基金管理有限公司,73,0,9342814.55,0.001069,0.000000
sh,516250,富国机械,中证工程机械主题指数,富国基金管理有限公司,102,0,16204039.63,0.001257,0.000000
sh,516260,物联网50,中证物联网主题指数,华夏基金管理有限公司,300,0,1384653.80,0.001582,0.000000
sh,516270,新能源50,中证内地新能源主题指数,华安基金管理有限公司,300,0,14865242.07,0.000869,0.000000
sh,516290,光伏基金,中证光伏产业指数,汇添富基金管理股份有限公司,300,0,34046216.83,0.000913,0.000000
sh,516300,中证1000,中证1000指数,华泰柏瑞基金管理有限公司,300,0,9136178.60,0.001596,0.016667
sh,516310,银行指基,中证银行指数,易方达基金管理有限公司,300,0,105378910.53,0.000790,0.000000
sh,516320,装备ETF,中证装备产业指数,华夏基金管理有限公司,300,0,4457766.75,na,na
sh,516330,物联网,中证物联网主题指数,华泰柏瑞基金管理有限公司,300,0,1160521.32,0.001137,0.000000
sh,516350,芯片50,中证芯片产业指数,易方达基金管理有限公司,300,0,113870916.33,0.001097,0.000000
sh,516360,新材料,中证新材料主题指数,华宝基金管理有限公司,300,0,4622387.03,0.000938,0.000000
sh,516370,全指电力,中证全指电力公用事业指数,汇添富基金管理股份有限公司,36,0,11667112.08,0.001328,0.000000
sh,516380,智能电车,中证智能电动汽车指数,华宝基金管理有限公司,300,0,1596081.80,0.000925,0.000000
sh,516390,电动车,中证新能源汽车产业指数,汇添富基金管理股份有限公司,300,0,8845764.55,0.001149,0.000000
sh,516460,现金流E,中证800自由现金流指数,鹏华基金管理有限公司,262,0,11345149.18,0.001749,0.016667
sh,516500,生物ETF,中证生物科技主题指数,华夏基金管理有限公司,300,0,7506206.52,0.000961,0.000000
sh,516510,云计算,中证云计算与大数据主题指数,易方达基金管理有限公司,300,0,178525134.53,0.000834,0.000000
sh,516520,智能驾驶,中证智能汽车主题指数,华泰柏瑞基金管理有限公司,300,0,65245859.03,0.000933,0.000000
sh,516530,物流快递,中证现代物流指数,银华基金管理股份有限公司,300,0,2916970.83,0.001415,0.016667
sh,516550,农业ETF,中证大农业指数,嘉实基金管理有限公司,300,0,11795033.90,0.000906,0.000000
sh,516560,养老ETF,中证养老产业指数,华宝基金管理有限公司,300,0,3789914.67,0.001232,0.000000
sh,516570,石化ETF,中证石化产业指数,易方达基金管理有限公司,300,0,112675543.67,0.000892,0.000000
sh,516580,新能源BS,中证新能源指数,博时基金管理有限公司,300,0,3184216.63,0.001617,0.016667
sh,516590,电动汽车,中证智能电动汽车指数,易方达基金管理有限公司,300,0,5826888.28,0.000763,0.000000
sh,516600,消服ETF,中证消费服务领先指数,工银瑞信基金管理有限公司,300,0,2055890.48,0.001458,0.000000
sh,516610,医服ETF,中证全指医疗保健设备与服务指数,大成基金管理有限公司,300,0,3542557.37,0.001445,0.000000
sh,516620,影视ETF,中证影视主题指数,国泰基金管理有限公司,300,0,27415796.13,0.001095,0.000000
sh,516630,云计算50,中证云计算与大数据主题指数,华夏基金管理有限公司,300,0,58955110.27,0.000936,0.000000
sh,516640,芯片龙头,中证芯片产业指数,富国基金管理有限公司,300,0,120635921.13,0.001034,0.000000
sh,516650,有色50,中证细分有色金属产业主题指数,华夏基金管理有限公司,300,0,351920990.40,0.000787,0.000000
sh,516660,新能汽车,中证新能源汽车指数,华安基金管理有限公司,300,0,5985577.73,0.000797,0.000000
sh,516670,畜牧养殖,中证畜牧养殖指数,招商基金管理有限公司,300,0,55512493.13,0.001497,0.000000
sh,516700,数据产业,中证大数据产业指数,华宝基金管理有限公司,300,0,13837671.48,0.000926,0.000000
sh,516710,新材料50,中证新材料主题指数,华夏基金管理有限公司,300,0,2728055.30,0.001521,0.000000
sh,516720,ESGETF,中证ESG 120策略指数,浦银安盛基金管理有限公司,300,0,220701.83,0.001895,0.000000
sh,516730,证券公司,中证证券公司30指数,浦银安盛基金管理有限公司,300,0,5362617.92,0.001686,0.000000
sh,516750,建材ETF,中证全指建筑材料指数,富国基金管理有限公司,300,0,13610469.30,0.001010,0.000000
sh,516760,养殖ETF,中证畜牧养殖指数,平安基金管理有限公司,300,0,7064724.75,0.001587,0.000000
sh,516770,游戏动漫,中证动漫游戏指数,华泰柏瑞基金管理有限公司,300,0,26815964.65,0.000874,0.000000
sh,516780,稀土ETF,中证稀土产业指数,华泰柏瑞基金管理有限公司,300,0,178958757.00,0.017653,0.016667
sh,516790,保健ETF,中证全指医疗保健设备与服务指数,华泰柏瑞基金管理有限公司,300,0,4023249.85,0.001244,0.000000
sh,516800,智能制造,中证智能制造主题指数,华宝基金管理有限公司,300,0,12027864.53,na,na
sh,516810,农业,中证农业主题指数,华夏基金管理有限公司,300,0,83539853.10,0.001139,0.000000
sh,516820,医疗创新,中证医药及医疗器械创新指数,平安基金管理有限公司,300,0,43864408.80,0.001623,0.000000
sh,516830,300ESG,沪深300 ESG基准指数,富国基金管理有限公司,300,0,5846580.03,0.001160,0.000000
sh,516840,汽车基金,中证全指汽车指数,南方基金管理股份有限公司,12,0,2054144.23,0.001561,0.000000
sh,516850,新能源80,中证新能源指数,华夏基金管理有限公司,300,0,15642141.85,0.000983,0.000000
sh,516860,金融科技,中证金融科技主题指数,博时基金管理有限公司,300,0,58265298.13,0.000788,0.000000
sh,516880,光伏50,中证光伏产业指数,银华基金管理股份有限公司,300,0,40490983.90,0.000730,0.000000
sh,516890,新材ETF,中证新材料主题指数,平安基金管理有限公司,300,0,1582987.98,0.001354,0.000000
sh,516900,食品50,中证申万食品饮料指数,华安基金管理有限公司,300,0,4058797.83,0.001160,0.000000
sh,516910,物流ETF,中证现代物流指数,富国基金管理有限公司,300,0,29865267.77,na,na
sh,516920,芯片基金,中证芯片产业指数,汇添富基金管理股份有限公司,300,0,45041162.20,0.000792,0.000000
sh,516930,生科ETF,中证生物科技主题指数,民生加银基金管理有限公司,300,0,882835.22,0.001226,0.000000
sh,516950,基建ETF,中证基建指数,银华基金管理股份有限公司,300,0,14665050.77,0.000892,0.000000
sh,516960,机械ETF,中证细分机械设备产业主题指数,国泰基金管理有限公司,300,0,971083.80,0.001805,0.000000
sh,516970,基建50,中证基建工程指数,广发基金管理有限公司,300,0,75443266.70,0.000910,0.000000
sh,516980,证券先锋,中证证券公司先锋策略指数,华富基金管理有限公司,300,0,3549550.50,0.002190,0.016667
sh,517000,沪港深,中证沪港深500指数,银华基金管理股份有限公司,300,0,1223027.92,0.005625,0.000000
sh,517010,HGS500E,中证沪港深500指数,易方达基金管理有限公司,300,0,2332153.37,0.002984,0.000000
sh,517030,HGS300,中证沪港深300指数,易方达基金管理有限公司,300,0,404307.38,0.003226,0.000000
sh,517050,互联网50,中证沪港深互联网指数,华泰柏瑞基金管理有限公司,300,0,3179742.80,0.003036,0.000000
sh,517080,HGS500,中证沪港深500指数,汇添富基金管理股份有限公司,300,0,1609025.13,0.005441,0.000000
sh,517090,共赢ETF,富时中国国企开放共赢指数,国泰基金管理有限公司,300,0,11077122.35,0.001793,0.016667
sh,517100,AH500ETF,中证沪港深500指数,富国基金管理有限公司,300,0,1270206.93,0.004991,0.016667
sh,517110,创新药HK,中证沪港深创新药产业指数,国泰基金管理有限公司,300,0,8660116.88,0.002179,0.000000
sh,517120,创新药50,中证沪港深创新药产业指数,华泰柏瑞基金管理有限公司,300,0,8765914.52,0.002282,0.000000
sh,517160,长江ETF,中证长江保护主题指数,南方基金管理股份有限公司,300,0,512552.73,0.001901,0.000000
sh,517170,沪港深E,中证沪港深500指数,华夏基金管理有限公司,300,0,628314.08,0.002695,0.000000
sh,517180,中国国企,富时中国国企开放共赢指数,南方基金管理股份有限公司,300,0,12681285.53,0.001853,0.000000
sh,517200,互联网,中证沪港深互联网指数,嘉实基金管理有限公司,300,0,1795714.77,0.002329,0.000000
sh,517300,AH300ETF,中证沪港深300指数,国寿安保基金管理有限公司,300,0,6124917.48,0.004169,0.000000
sh,517330,长江保护,中证长江保护主题指数,易方达基金管理有限公司,300,0,419397.83,0.002668,0.033333
sh,517350,龙头科技,中证沪港深科技龙头指数,广发基金管理有限公司,300,0,1223080.27,0.004148,0.000000
sh,517360,AH科技,中证沪港深科技100指数,华安基金管理有限公司,300,0,354329.83,0.002985,0.016667
sh,517380,创新药AH,恒生沪深港创新药精选50指数,天弘基金管理有限公司,300,0,35801708.17,0.002505,0.033333
sh,517390,云计算AH,中证沪港深云计算产业指数,天弘基金管理有限公司,300,0,14052821.32,0.001865,0.000000
sh,517400,黄金股票,中证沪深港黄金产业股票指数,国泰基金管理有限公司,300,0,67796166.80,0.002307,0.050000
sh,517520,黄金股,中证沪深港黄金产业股票指数,永赢基金管理有限公司,300,0,580816557.87,0.002212,0.000000
sh,517550,消费主题,中证沪港深消费龙头指数,招商基金管理有限公司,300,0,5629760.42,0.003364,0.016667
sh,517660,物联网AH,中证沪港深物联网主题指数,天弘基金管理有限公司,300,0,2820962.10,0.002325,0.000000
sh,517770,游戏传媒,中证沪港深游戏及文化传媒指数,浦银安盛基金管理有限公司,300,0,9801067.78,0.002799,0.000000
sh,517800,AI50,中证沪港深人工智能50指数,方正富邦基金管理有限公司,300,0,13887507.13,0.002949,0.000000
sh,517850,张江ETF,中证沪港深张江自主创新50指数,汇添富基金管理股份有限公司,300,0,773425.18,0.002268,0.016667
sh,517880,品牌消费,中证沪港深品牌消费50指数,华泰柏瑞基金管理有限公司,300,0,5882598.37,0.002789,0.000000
sh,517900,银行优选,中证银行AH价格优选指数,招商基金管理有限公司,300,0,30057425.52,0.003235,0.000000
sh,517950,交银科技,中证智选沪深港科技50指数,交银施罗德基金管理有限公司,104,0,9651192.42,0.002244,0.000000
sh,517990,医药基金,中证沪港深500医药卫生指数,招商基金管理有限公司,300,0,1003320.23,0.002286,0.000000
sh,518600,上海金,黄金指数,广发基金管理有限公司,300,0,428814019.87,0.000604,0.000000
sh,518660,工银黄金,黄金指数,工银瑞信基金管理有限公司,300,0,386490292.67,0.001758,0.016667
sh,518680,金ETF,黄金指数,富国基金管理有限公司,300,0,305464391.33,0.000659,0.000000
sh,518800,黄金基金,黄金指数,国泰基金管理有限公司,300,0,728526808.00,0.002679,0.033333
sh,518850,黄金9999,黄金指数,华夏基金管理有限公司,300,0,728891661.87,0.001736,0.016667
sh,518860,上海金E,黄金指数,建信基金管理有限责任公司,300,0,53650280.02,na,na
sh,518880,黄金ETF,黄金指数,华安基金管理有限公司,300,0,5913816840.53,0.001779,0.016667
sh,518890,中银黄金,黄金指数,中银基金管理有限公司,300,0,108678309.90,0.000631,0.000000
sh,520500,恒生新药,恒生创新药指数,华泰柏瑞基金管理有限公司,300,0,934487766.93,0.006452,0.166667
sh,520510,港股医疗,中证港股通医疗主题指数,华夏基金管理有限公司,193,0,104364002.40,na,na
sh,520520,HK消费,恒生消费指数,华泰柏瑞基金管理有限公司,300,0,6423853.22,0.006148,0.133333
sh,520530,港科ETF,中证港股通科技指数,东财基金管理有限公司,112,0,37867517.17,0.005222,0.100000
sh,520550,红利恒生,恒生港股通高股息低波动指数,招商基金管理有限公司,300,0,62700293.98,0.004526,0.050000
sh,520560,香港30,恒生中国（香港上市）30指数,华宝基金管理有限公司,152,0,12365172.20,0.005800,0.116667
sh,520570,科技恒指,恒生科技指数,南方基金管理股份有限公司,127,0,135613705.90,0.004202,0.050000
sh,520580,新兴亚洲,新交所新兴亚洲精选50指数,招商基金管理有限公司,300,0,14863785.13,0.006730,0.233333
sh,520590,恒科,恒生科技指数,鹏华基金管理有限公司,117,0,41528672.12,0.005879,0.150000
sh,520600,汽车港股,中证港股通汽车产业主题指数,广发基金管理有限公司,300,0,297165038.20,0.005870,0.133333
sh,520610,港红利指,标普港股通低波红利指数,银华基金管理股份有限公司,69,0,7265990.77,0.007421,0.266667
sh,520620,港股消费,恒生消费指数,嘉实基金管理有限公司,185,0,11775364.08,0.006405,0.216667
sh,520630,互联港股,中证港股通互联网指数,广发基金管理有限公司,102,0,12535247.57,0.004131,0.050000
sh,520650,互联网HK,中证港股通互联网指数,南方基金管理股份有限公司,132,0,85569828.38,0.004025,0.050000
sh,520660,港红利CS,中证国新港股通央企红利指数,南方基金管理股份有限公司,300,0,153223485.03,0.005645,0.100000
sh,520670,港科基金,恒生港股通科技主题指数,嘉实基金管理有限公司,185,0,16991619.63,na,na
sh,520680,港股通车,中证港股通汽车产业主题指数,南方基金管理股份有限公司,42,0,8954437.28,0.007559,0.285714
sh,520690,恒生港药,恒生港股通创新药精选指数,博时基金管理有限公司,197,0,99080583.30,0.005995,0.150000
sh,520700,创新药WJ,中证港股通创新药指数,万家基金管理有限公司,300,0,198068559.27,0.005872,0.166667
sh,520720,香港汽车,中证港股通汽车产业主题指数,国泰基金管理有限公司,158,0,65661982.80,0.006720,0.183333
sh,520730,汽车WJ,恒生港股通汽车主题指数,万家基金管理有限公司,10,0,1917248.70,0.008555,0.500000
sh,520760,港股生物,恒生生物科技指数,摩根基金管理（中国）有限公司,60,0,13842345.55,0.006792,0.283333
sh,520770,港股恒指,恒指港股通指数,建信基金管理有限责任公司,79,0,12956826.23,0.005787,0.083333
sh,520780,港股车50,中证港股通汽车产业主题指数,华宝基金管理有限公司,97,0,40059878.82,0.006934,0.216667
sh,520790,港互联网,中证港股通互联网指数,兴业基金管理有限公司,40,0,11520707.95,0.004628,0.125000
sh,520810,港高股息,中证港股通高股息投资指数,易方达基金管理有限公司,89,0,5033326.33,0.004965,0.050000
sh,520820,恒指通,恒指港股通指数,汇添富基金管理股份有限公司,107,0,3051690.03,0.005888,0.116667
sh,520830,沙特ETF,富时沙特阿拉伯指数,华泰柏瑞基金管理有限公司,300,0,109942634.65,0.008264,0.316667
sh,520840,港科技,恒生港股通科技主题指数,华安基金管理有限公司,181,0,76671424.53,0.005273,0.083333
sh,520850,港医疗,中证港股通医疗主题指数,易方达基金管理有限公司,84,0,9636844.68,0.006832,0.200000
sh,520860,港股通科,中证港股通科技指数,富国基金管理有限公司,202,0,25936665.07,0.006209,0.166667
sh,520870,巴西ETF,巴西IBOVESPA指数,易方达基金管理有限公司,129,0,224303281.07,0.026111,0.750000
sh,520880,港创新药,恒生港股通创新药精选指数,华宝基金管理有限公司,216,0,402012209.60,0.006035,0.200000
sh,520890,港红利,恒生港股通高股息低波动指数,华泰柏瑞基金管理有限公司,300,0,58782123.22,0.006026,0.100000
sh,520900,红利香港,中证国新港股通央企红利指数,广发基金管理有限公司,300,0,131431140.30,0.004868,0.066667
sh,520910,HK互联,中证港股通互联网指数,华夏基金管理有限公司,74,0,20190176.03,0.004352,0.100000
sh,520920,恒生科TH,恒生科技指数,天弘基金管理有限公司,155,0,209695622.13,0.004075,0.016667
sh,520930,恒生生科,恒生生物科技指数,国泰基金管理有限公司,64,0,12119271.22,0.005927,0.150000
sh,520940,恒指基金,恒指港股通指数,华安基金管理有限公司,236,0,5962908.82,0.007297,0.283333
sh,520950,港股50,恒生港股通50指数,摩根基金管理（中国）有限公司,121,0,29787537.20,0.006099,0.166667
sh,520960,恒指港通,恒指港股通指数,嘉实基金管理有限公司,138,0,2269799.78,0.006707,0.233333
sh,520970,港股通药,中证港股通创新药指数,嘉实基金管理有限公司,193,0,77582250.13,0.006011,0.183333
sh,520980,港科技30,恒生港股通中国科技指数,汇添富基金管理股份有限公司,219,0,451738698.53,0.005508,0.116667
sh,520990,国新红利,中证国新港股通央企红利指数,景顺长城基金管理有限公司,300,0,259793251.67,0.005568,0.116667
sh,526000,港股信息,中证港股通信息技术综合指数,华夏基金管理有限公司,32,0,35745760.17,0.009753,0.437500
sh,526010,香港医疗,中证港股通医疗主题指数,汇添富基金管理股份有限公司,27,0,7345822.75,0.008750,0.444444
sh,526050,香港信息,中证港股通信息技术综合指数,招商基金管理有限公司,18,0,18881287.90,0.010252,0.388889
sh,530000,50ETF基,上证50指数,天弘基金管理有限公司,300,0,3557870.18,0.001202,0.033333
sh,530050,SH50ETF,上证50指数,东财基金管理有限公司,300,0,4766675.68,0.000938,0.000000
sh,530060,上证综E,上证综合指数,易方达基金管理有限公司,68,0,21885715.52,0.002014,0.016667
sh,530080,180指基,上证180指数,天弘基金管理有限公司,300,0,7865216.68,0.001189,0.000000
sh,530100,上证580,上证580指数,易方达基金管理有限公司,145,0,3278680.95,0.003401,0.016667
sh,530180,上证180,上证180指数,易方达基金管理有限公司,300,0,7629389.85,0.001375,0.000000
sh,530280,180ETF指,上证180指数,平安基金管理有限公司,300,0,429386.72,0.002730,0.033333
sh,530300,180指数,上证180指数,华泰柏瑞基金管理有限公司,300,0,6010923.45,0.001089,0.000000
sh,530380,上证380,上证380指数,易方达基金管理有限公司,155,0,2452860.23,0.001767,0.000000
sh,530530,580ETF,上证580指数,华夏基金管理有限公司,177,0,4079525.80,0.001485,0.000000
sh,530580,180基金,上证180指数,南方基金管理股份有限公司,300,0,8895948.55,0.001235,0.000000
sh,530680,180E,上证180指数,兴业基金管理有限公司,300,0,6914651.70,0.001109,0.000000
sh,530800,上180ETF,上证180指数,银华基金管理股份有限公司,300,0,2195450.87,0.002055,0.016667
sh,530880,上证红利,上证国有企业红利指数,银河基金管理有限公司,300,0,3844210.52,0.002021,0.000000
sh,551000,科创债,上证AAA科技创新公司债指数,博时基金管理有限公司,208,0,1131601443.35,0.000680,0.000000
sh,551030,科创债券,上证AAA科技创新公司债指数,鹏华基金管理有限公司,208,0,7631270590.40,0.000682,0.000000
sh,551060,科创债沪,上证AAA科技创新公司债指数,中银基金管理有限公司,159,0,5116522322.45,0.000608,0.000000
sh,551300,科创债摩,上证AAA科技创新公司债指数,摩根基金管理（中国）有限公司,159,0,2464413035.32,0.000698,0.000000
sh,551500,科创债易,中证AAA科技创新公司债指数,易方达基金管理有限公司,208,0,4143918800.00,0.000607,0.000000
sh,551510,科债AAA,中证AAA科技创新公司债指数,华泰柏瑞基金管理有限公司,159,0,3543271033.55,0.000585,0.000000
sh,551520,科创债汇,中证AAA科技创新公司债指数,汇添富基金管理股份有限公司,159,0,4954167014.40,0.000741,0.000000
sh,551550,科创AAA,中证AAA科技创新公司债指数,华夏基金管理有限公司,208,0,8882944488.00,0.000601,0.000000
sh,551560,科创债兴,中证AAA科技创新公司债指数,兴业基金管理有限公司,159,0,3216856071.47,0.000750,0.000000
sh,551580,科创债TK,中证AAA科技创新公司债指数,泰康基金管理有限公司,159,0,1215348613.10,0.000677,0.000000
sh,551800,国泰科债,中证AAA科技创新公司债指数,国泰基金管理有限公司,159,0,8597372704.43,0.000667,0.000000
sh,551900,科创债指,中证AAA科技创新公司债指数,招商基金管理有限公司,208,0,3645637712.83,0.000733,0.000000
sh,560000,智慧电车,中证智能电动汽车指数,浦银安盛基金管理有限公司,300,0,373313.20,0.002315,0.033333
sh,560010,1000基金,中证1000指数,广发基金管理有限公司,300,0,742834997.07,0.000751,0.000000
sh,560020,红利添富,中证红利指数,汇添富基金管理股份有限公司,300,0,2440720.52,0.001170,0.000000
